1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
0.00631501;0.00659359;0.00667773;0.00649777;0.00645758;0.00634245;0.00613497;0.00596235;0.00582315;0.00565643;0.00545672;0.00524154;0.00485985;0.00452018;0.00439375;0.00452583;0.00455686;0.00447204;0.00434993;0.0041104;0.00409486;0.00351574;0.00343812;0.00352542;0.00363972;0.00349877;0.00338655;0.00324052;0.00297449;0.00290622;0.00284459;0.00275724;0.00271635;0.00267665;0.0026004;0.00257334;0.00251135;0.00252327;0.00245773;0.00240479;0.00235517;0.0023702
0.00702001;0.00725765;0.00744012;0.00732048;0.00719191;0.00706632;0.00684238;0.0064999;0.00641534;0.00643667;0.00600285;0.00589337;0.00549193;0.00514865;0.00478112;0.00474694;0.00484832;0.00477967;0.00464234;0.00457493;0.00464115;0.00410805;0.00387418;0.00382737;0.00383498;0.00386504;0.00367063;0.00358647;0.00325218;0.00329082;0.00312988;0.0030257;0.00301024;0.00299188;0.00285843;0.00285714;0.00277926;0.0027919;0.00273976;0.00267867;0.00258882;0.00262494
0.00782421;0.00809032;0.00819899;0.00804509;0.0079856;0.00779282;0.0075822;0.00716139;0.00701212;0.00714047;0.00672149;0.00649049;0.00612329;0.005952;0.00532389;0.00519913;0.00507294;0.00508124;0.00501538;0.00503911;0.0051046;0.00462428;0.00448056;0.00429127;0.00416467;0.00409295;0.00406238;0.00392756;0.00360311;0.00371286;0.00349899;0.00335566;0.00331589;0.00328238;0.00320778;0.0031646;0.00304417;0.00302748;0.00299863;0.00297151;0.00281995;0.00289605
0.00845162;0.00889698;0.00903928;0.00875411;0.00872787;0.00860131;0.00843888;0.00786549;0.0077182;0.00797997;0.00748022;0.00720219;0.00676209;0.00675078;0.0060332;0.00579931;0.00555141;0.00543882;0.00546983;0.00549174;0.00547844;0.00520864;0.00503331;0.00497014;0.00465364;0.004509;0.00435964;0.00434004;0.00400119;0.00413313;0.00388264;0.00376665;0.00365072;0.00357525;0.00351727;0.00352388;0.00335635;0.00332334;0.00329492;0.00327512;0.00316607;0.00315922
0.00896649;0.00940008;0.00985743;0.00951117;0.00952817;0.00949496;0.00941679;0.00879307;0.00848228;0.00888667;0.00835141;0.00802021;0.00767078;0.00756868;0.00689523;0.00663862;0.00622847;0.00603858;0.00611297;0.00599728;0.0059636;0.00565916;0.00572819;0.00563968;0.00530068;0.00511627;0.00477929;0.0046546;0.00464227;0.00460285;0.00439611;0.00421233;0.00411392;0.00389621;0.00391025;0.00386212;0.00374026;0.00370721;0.0035941;0.00360626;0.00348747;0.0034914
0.00953488;0.00983714;0.01055265;0.01044303;0.01054522;0.01032593;0.01037117;0.00981921;0.00950259;0.00984643;0.00934783;0.00887929;0.00868086;0.00850367;0.00779213;0.0075123;0.00705655;0.00684753;0.00675326;0.00644125;0.00649275;0.00631096;0.00628384;0.00641871;0.00590191;0.00583365;0.00540529;0.00507556;0.00497414;0.0051335;0.00478928;0.00472548;0.00457261;0.00432772;0.00429879;0.00427395;0.00418865;0.00412593;0.00401609;0.003963;0.00381036;0.00378758
0.01047816;0.01080672;0.01108535;0.01122229;0.01161333;0.01141997;0.01126457;0.01090853;0.01076598;0.0108566;0.01029288;0.01005982;0.00970464;0.00934257;0.0089785;0.00844152;0.00807654;0.00790218;0.00754996;0.00713657;0.00703587;0.00695815;0.00672369;0.00697085;0.00675077;0.00644485;0.00611272;0.0056808;0.00542115;0.00548512;0.00533919;0.0051451;0.00509976;0.00484034;0.00484175;0.00472483;0.00460034;0.00452322;0.00447396;0.00441989;0.00418204;0.00424529
0.0123914;0.01210085;0.01192725;0.01190827;0.01231796;0.01254659;0.01253643;0.01194813;0.01201131;0.01203189;0.01141579;0.01122325;0.01086625;0.01032545;0.01008248;0.00945336;0.00916437;0.0088666;0.00840493;0.00807353;0.00782337;0.007705;0.0073857;0.00744396;0.00737132;0.00733822;0.0068105;0.00637873;0.00601878;0.00606521;0.00564045;0.00579438;0.00566163;0.00544722;0.00536251;0.00526661;0.00506032;0.00498414;0.00494766;0.00497408;0.00462739;0.00466969
0.01420274;0.01433564;0.01322824;0.01296038;0.01290773;0.01328402;0.01377447;0.01317961;0.01310247;0.01325242;0.01265806;0.01246714;0.01195334;0.01153793;0.01110026;0.01055952;0.01031421;0.0099495;0.00932008;0.009027;0.00868116;0.00846371;0.00808013;0.00797685;0.00799941;0.00801114;0.00772546;0.00714437;0.00687792;0.00678018;0.00617697;0.00616924;0.00633382;0.00592119;0.00598472;0.0058045;0.00556705;0.0054706;0.00542783;0.00541309;0.00512847;0.00511171
0.01571716;0.01644107;0.01565257;0.01428358;0.01371755;0.01392939;0.01472474;0.01442594;0.01431862;0.01443954;0.0138488;0.01378442;0.01312348;0.01270304;0.01227936;0.0115743;0.01147406;0.01118137;0.0104181;0.01013539;0.00976583;0.00932184;0.00900906;0.00861376;0.00871429;0.0087281;0.00828464;0.00812549;0.00760603;0.00768253;0.00697568;0.00668846;0.00673259;0.00668668;0.00660723;0.00647774;0.00615941;0.00615899;0.00598936;0.00593581;0.00567964;0.00566669
0.01702156;0.01789577;0.01798327;0.01684832;0.01525989;0.01512008;0.01542774;0.01541595;0.01563457;0.01579945;0.01504123;0.01525474;0.01460525;0.01415322;0.01358084;0.01301775;0.01263015;0.01226907;0.01186999;0.01120073;0.0108828;0.01044953;0.01015504;0.00963502;0.00952275;0.00951729;0.0089258;0.0088643;0.00866761;0.00851062;0.00792055;0.00752337;0.00732924;0.00723243;0.00740248;0.00711117;0.00691294;0.00684491;0.00661651;0.00643409;0.00626403;0.0063128
0.01784019;0.01913197;0.01975277;0.01940131;0.01797979;0.01698537;0.01661147;0.01617199;0.01678943;0.01745949;0.01664712;0.01641613;0.01622459;0.01573838;0.01510832;0.01445248;0.01397863;0.01351512;0.01321115;0.01251607;0.01210234;0.01180026;0.01154556;0.01086014;0.01053202;0.01029082;0.00976762;0.00961985;0.00941362;0.0096866;0.00885167;0.00853713;0.00806473;0.0078061;0.00784076;0.00792762;0.00765319;0.00764676;0.00735545;0.00718496;0.0068543;0.00689941
0.01901824;0.02008004;0.02114759;0.02122261;0.0208192;0.02001848;0.01862276;0.01752048;0.01766571;0.01876524;0.01818296;0.01802275;0.01763325;0.0174051;0.01689468;0.01600551;0.01534161;0.0151005;0.0145165;0.01389852;0.01349035;0.01308322;0.01267843;0.01229179;0.01176569;0.01114819;0.01055792;0.01046332;0.01023243;0.01053302;0.01014777;0.0094877;0.00903597;0.00873826;0.00847938;0.00845948;0.00854354;0.00834268;0.00830112;0.00802713;0.00769433;0.00769591
0.02068049;0.0217145;0.02191901;0.0226788;0.02267952;0.02281037;0.02204837;0.01945068;0.01902258;0.01970851;0.01951122;0.01970936;0.01927492;0.01888691;0.01851515;0.01775914;0.0169937;0.01654315;0.01606732;0.01541687;0.01504121;0.01462706;0.0139257;0.01364795;0.01318672;0.01246951;0.01177647;0.0111617;0.01114868;0.01143778;0.01096541;0.01077153;0.0100046;0.00974027;0.00935343;0.00930433;0.00907458;0.00924754;0.00911402;0.00901937;0.00856479;0.00867736
0.0228827;0.02376191;0.0235757;0.02359986;0.02432793;0.02456601;0.02520982;0.02264833;0.02099265;0.02130095;0.02041618;0.02103407;0.021146;0.02055154;0.01988008;0.01958547;0.01869769;0.01830161;0.01756071;0.01711209;0.01651565;0.01610222;0.0155191;0.01516718;0.01477667;0.01399667;0.01317652;0.01228;0.01207689;0.01236815;0.01187874;0.01173546;0.01138178;0.01061584;0.01046987;0.01035851;0.00976687;0.00975753;0.01014674;0.00970789;0.00951237;0.00945899
0.02510072;0.02620695;0.02587241;0.02500553;0.02501539;0.02604011;0.027486;0.02586113;0.02448678;0.0235871;0.02197287;0.02198974;0.02251112;0.02232278;0.02167639;0.0209352;0.02069828;0.02030144;0.01933056;0.01891378;0.01847821;0.01763814;0.01721391;0.01686947;0.01632418;0.01557752;0.01461208;0.01364342;0.01335405;0.01323997;0.01281082;0.01262353;0.01244678;0.01206391;0.01158581;0.01160427;0.01086838;0.01067054;0.01072425;0.01083357;0.01039995;0.01048237
0.02787845;0.02871794;0.02869329;0.02730423;0.0267646;0.02714693;0.02916048;0.02818217;0.02812516;0.02751676;0.02421036;0.02397406;0.02361729;0.02380053;0.0237731;0.0229233;0.02262955;0.0222345;0.021532;0.02097873;0.02041405;0.01976086;0.01898891;0.01851222;0.01832764;0.01729574;0.01624701;0.01533073;0.01486914;0.01445798;0.01373913;0.01370504;0.01352647;0.01328249;0.01323576;0.01267546;0.01225318;0.01180809;0.01162903;0.01142275;0.01164811;0.01147938
0.03020103;0.03165317;0.03113368;0.03012552;0.02924035;0.02952082;0.03020759;0.03004646;0.03069145;0.03161591;0.02849256;0.02651112;0.02568137;0.02486215;0.02542556;0.0249736;0.02497545;0.02404675;0.02374267;0.02318281;0.02252928;0.02191073;0.0213136;0.02030028;0.02030546;0.01923602;0.01803498;0.01706142;0.01665125;0.01606757;0.01509687;0.01463776;0.01470855;0.01436144;0.01434828;0.01429506;0.01350566;0.0133954;0.01282357;0.01250385;0.01222151;0.01273999
0.03320738;0.03458239;0.03419721;0.03311716;0.03259397;0.03216883;0.03261138;0.03122004;0.03272699;0.03476593;0.03274089;0.03100288;0.02832279;0.02692991;0.02653782;0.02657527;0.02726604;0.0263209;0.02570526;0.0254781;0.02490906;0.02405708;0.02349074;0.02249761;0.02227342;0.02139277;0.02017313;0.01896177;0.01856905;0.01811248;0.01705677;0.01609838;0.01577477;0.01559423;0.01552445;0.01553475;0.01515205;0.01474568;0.01442343;0.01390315;0.01326999;0.01354526
0.03564105;0.03821248;0.03729768;0.03693155;0.03584323;0.0356152;0.03556499;0.03348358;0.03408625;0.03689954;0.03594857;0.03546757;0.03321263;0.02994292;0.02855361;0.02783156;0.02882689;0.02865336;0.02808157;0.02733904;0.02721542;0.02663907;0.02591976;0.02486859;0.02484528;0.02339523;0.02231155;0.0211149;0.02043049;0.02014345;0.01922603;0.01797254;0.01717604;0.01667379;0.01695284;0.01686426;0.01650618;0.01661062;0.01591494;0.01568177;0.01457568;0.01473858
0.03952995;0.04119689;0.04146942;0.04051593;0.03994934;0.03837266;0.03907582;0.03652776;0.03679638;0.03794279;0.03816353;0.03874391;0.03792772;0.03489467;0.03171973;0.03004662;0.02979727;0.03067997;0.03054181;0.02994699;0.0293663;0.02922014;0.02865874;0.02784782;0.02754522;0.02597497;0.02439461;0.0234563;0.02282184;0.02233051;0.02132166;0.02050266;0.01893627;0.01829317;0.01834016;0.01847094;0.01789826;0.01805777;0.01799223;0.01723669;0.01636446;0.01597851
0.04320855;0.0455488;0.04550397;0.04453714;0.0435238;0.0426059;0.04262255;0.0407935;0.04007048;0.04086043;0.03957671;0.04124921;0.04108281;0.03997561;0.03723309;0.03365109;0.03241822;0.03233094;0.0323575;0.03265211;0.03224268;0.03170951;0.03125994;0.03063606;0.03064408;0.02884309;0.02705402;0.0257223;0.02552688;0.02509008;0.02341826;0.02303591;0.0214082;0.02050095;0.02001174;0.01974717;0.01975522;0.01957647;0.01953384;0.01968405;0.01800553;0.01794561
0.04752824;0.04937516;0.05089015;0.04804667;0.04775515;0.04677178;0.04718232;0.04461112;0.04442252;0.04474888;0.04247816;0.04280851;0.04391033;0.04358445;0.04250104;0.03981887;0.03660717;0.03473533;0.0339023;0.03483726;0.03534447;0.03480791;0.03380612;0.0337043;0.03408273;0.03215792;0.02972966;0.02848242;0.0282751;0.02781259;0.02615809;0.0255992;0.02399047;0.02326571;0.02244601;0.02167654;0.02121406;0.02121832;0.02137455;0.02149856;0.02068404;0.01990719
0.0507509;0.05393509;0.05478509;0.05343376;0.05153354;0.05203348;0.05181979;0.04957279;0.04826447;0.04981601;0.04627077;0.04608895;0.04607009;0.04630442;0.04661537;0.04571034;0.04351746;0.03891183;0.03699643;0.03658347;0.0376822;0.03815952;0.03725181;0.03636279;0.03715318;0.03557222;0.03306449;0.03127059;0.03157725;0.03072716;0.02897847;0.02856421;0.02666282;0.02607993;0.02528861;0.02438268;0.02354797;0.02285689;0.02341543;0.02326374;0.02256977;0.02294465
0.05555958;0.058486;0.05969543;0.05765841;0.05720998;0.05630918;0.05763179;0.05423166;0.05339571;0.0546299;0.05145625;0.0506684;0.0496482;0.0481744;0.04976178;0.04977801;0.05024799;0.04572604;0.04187128;0.04006941;0.03960047;0.04069628;0.04060065;0.03992643;0.0400793;0.03944499;0.03681425;0.03469999;0.03482406;0.03486348;0.03214963;0.03154748;0.0299247;0.02897433;0.02827963;0.02771526;0.02624742;0.02523466;0.02529168;0.025361;0.02450676;0.02527218
0.06171107;0.06397805;0.06403477;0.06314202;0.06226797;0.06271888;0.06285169;0.05996059;0.05849863;0.06061548;0.05626538;0.05648404;0.05409812;0.05194858;0.05205513;0.05278147;0.05485546;0.05247665;0.04942678;0.04498253;0.04312679;0.04291027;0.04336548;0.04386584;0.04395526;0.04264612;0.0411846;0.03860848;0.03861454;0.03850232;0.03609644;0.03466061;0.03334052;0.03277552;0.03176807;0.03088586;0.02968177;0.02830905;0.028307;0.02723126;0.02686099;0.02796876
0.06951357;0.07101943;0.06990058;0.06838539;0.06818207;0.06763025;0.06969397;0.06476631;0.06504549;0.06623416;0.06228301;0.06181745;0.059533;0.05658801;0.05622551;0.05455937;0.05806283;0.0576129;0.05664231;0.05382403;0.04861401;0.04609071;0.04572165;0.04717651;0.04793858;0.04706733;0.04509798;0.04318099;0.04283083;0.04272415;0.03982153;0.0388992;0.03682347;0.03657547;0.03593785;0.03475071;0.03309507;0.03214797;0.03175383;0.03006249;0.02906404;0.03046329
0.07562253;0.07979965;0.07691154;0.07491037;0.07381027;0.07387333;0.07589916;0.07252955;0.07015176;0.07405106;0.06773047;0.06826053;0.06417813;0.06348032;0.06084125;0.05877438;0.05989633;0.06154178;0.06161206;0.06198056;0.05811976;0.0514704;0.05013559;0.04955833;0.05170578;0.05153047;0.05002063;0.04729603;0.04736851;0.04780559;0.04418367;0.04327043;0.04151838;0.04039006;0.03980733;0.03924632;0.03685699;0.03619255;0.0358748;0.03383992;0.03208681;0.03304088
0.08255313;0.08734698;0.08507375;0.08311223;0.08070545;0.08043575;0.08306126;0.0792989;0.07832373;0.07995941;0.07473058;0.07480866;0.07139791;0.06929007;0.06704043;0.06414514;0.06400756;0.06360614;0.06515508;0.06781763;0.06738178;0.06152844;0.05686136;0.05406019;0.05497005;0.05526593;0.05467359;0.05274112;0.05222165;0.05273631;0.04921725;0.04819753;0.04616374;0.04528655;0.04428045;0.04404697;0.04146184;0.04084043;0.04052055;0.03867492;0.03641764;0.03669775
0.08970083;0.09495349;0.09411432;0.09223856;0.0882681;0.08754664;0.0908242;0.08633892;0.08453043;0.08892052;0.0808214;0.08314414;0.07930994;0.07652794;0.07391177;0.07126096;0.06994806;0.06832565;0.06765756;0.07280238;0.07389543;0.07147522;0.06776008;0.06134246;0.06018494;0.05835367;0.05873713;0.05807318;0.05812059;0.05864197;0.05443999;0.05394944;0.05119114;0.0505266;0.05042126;0.04884766;0.046844;0.04670928;0.04566528;0.04392104;0.04176576;0.04180365
0.09756194;0.10314532;0.10335735;0.10147479;0.09650224;0.09548952;0.09921885;0.09405716;0.09244424;0.09565962;0.09006966;0.09035987;0.08864032;0.08333524;0.08200017;0.07837722;0.0777288;0.0747954;0.07314779;0.07586775;0.07867688;0.07897132;0.07822668;0.07314484;0.06849905;0.06409163;0.06186659;0.06254864;0.06441881;0.06638996;0.06004557;0.05991185;0.05698879;0.05616312;0.05606704;0.05508511;0.05273132;0.05266136;0.05196163;0.04999491;0.04686559;0.04745213
0.10663527;0.11252444;0.11239161;0.11031371;0.10543354;0.10448961;0.1083231;0.10287616;0.10269508;0.10547956;0.09776549;0.10041847;0.09650147;0.09217071;0.09019071;0.08622501;0.08455895;0.08374623;0.07977314;0.08132333;0.08157686;0.08423816;0.08540417;0.08414015;0.08090017;0.07305314;0.06755652;0.06620821;0.07077539;0.07387273;0.06749123;0.066812;0.06371304;0.06285002;0.06289944;0.06105929;0.06055126;0.05858924;0.05898784;0.0570644;0.05279629;0.05411104
0.11746271;0.12373585;0.12084937;0.11829166;0.11513128;0.11481596;0.11825859;0.11326199;0.11273583;0.1169088;0.10747327;0.1083054;0.10780567;0.09936552;0.10056638;0.09434353;0.09387479;0.09257919;0.08895946;0.0883091;0.08669214;0.08722613;0.09106875;0.0921764;0.09260955;0.08806845;0.07609051;0.07229543;0.07551426;0.08118228;0.07447076;0.0755488;0.07164401;0.07117951;0.0705775;0.06880878;0.06807207;0.0660816;0.06623627;0.06421749;0.05972117;0.0610268
0.12803718;0.13472616;0.13167432;0.12894987;0.12557711;0.1252521;0.12892459;0.12357566;0.12211403;0.12761871;0.11838931;0.11759054;0.11636233;0.11138257;0.10880252;0.1040305;0.10290074;0.10285102;0.09706046;0.09752957;0.09498699;0.09295423;0.0940174;0.09832073;0.10210526;0.1011318;0.09100083;0.08169067;0.08174814;0.08673882;0.08192946;0.08458245;0.08162828;0.07981874;0.07942652;0.07824161;0.07637904;0.07419301;0.07530052;0.07103477;0.06781659;0.06963317
0.13943516;0.14655763;0.14333686;0.14043902;0.13684461;0.13651108;0.14042321;0.1347044;0.13542133;0.13625742;0.12844707;0.12999192;0.12685307;0.11955357;0.12071844;0.1125324;0.1148189;0.11222958;0.107378;0.10686851;0.1060305;0.10208156;0.10044539;0.1017889;0.10901259;0.11106909;0.10640681;0.09739345;0.09205308;0.09378546;0.08837976;0.09273852;0.0911913;0.09078323;0.08913121;0.0887117;0.08550675;0.08332773;0.08424947;0.0799611;0.07635102;0.07899523
0.15169588;0.15926862;0.15587625;0.1527988;0.1489739;0.14863327;0.15279436;0.14668845;0.14638305;0.1521419;0.13778641;0.14157284;0.13842234;0.12961856;0.13141798;0.12457491;0.12534605;0.1231503;0.11777297;0.11952118;0.11581413;0.11313755;0.10940311;0.10970642;0.11403512;0.11910989;0.11892237;0.11234498;0.10883692;0.10526998;0.09531565;0.09954967;0.10036822;0.10205093;0.10171789;0.09948665;0.09631158;0.09350215;0.09507048;0.08921394;0.08637513;0.08857115
0.16485346;0.17289196;0.16932646;0.16606379;0.16200018;0.1616542;0.16607282;0.15956324;0.15560077;0.16445743;0.15171602;0.15053846;0.149875;0.14232357;0.14158782;0.13554662;0.13874516;0.1339157;0.1304923;0.13095506;0.12919405;0.12418847;0.12188824;0.11999321;0.12294562;0.12410284;0.12868157;0.12362752;0.12411482;0.1253186;0.10662;0.10718733;0.10703527;0.11146935;0.1129496;0.11234685;0.10607732;0.10478744;0.10656763;0.10116334;0.09568338;0.10008579
0.17894348;0.18746185;0.18372287;0.18026998;0.17596014;0.1756109;0.18029484;0.17336575;0.16507119;0.17686951;0.16563998;0.1665728;0.1591979;0.15495308;0.15455256;0.14901927;0.1502185;0.14831322;0.14155306;0.14287924;0.14126202;0.13780984;0.13344157;0.13214098;0.1331746;0.13213393;0.13428473;0.13374972;0.1373278;0.14403259;0.12609342;0.11958574;0.1166914;0.11804452;0.12376004;0.12407056;0.12049714;0.11606425;0.1197043;0.1149011;0.10753253;0.11271057
0.19399147;0.20300183;0.19909051;0.19544334;0.19088073;0.19053067;0.19548661;0.18812335;0.18025902;0.19030896;0.17521351;0.18201788;0.17486536;0.16766579;0.16591691;0.16137319;0.16192677;0.16115955;0.15446374;0.15386603;0.15257385;0.15177706;0.14948499;0.14513456;0.14738227;0.14337738;0.14244881;0.13948551;0.14850839;0.16052919;0.1444461;0.14343931;0.12972485;0.12908867;0.13186506;0.13489399;0.13407749;0.13139094;0.13236649;0.12862723;0.12130085;0.12690829
0.21001956;0.21953176;0.21545088;0.21160633;0.20678556;0.20643753;0.21167085;0.20386021;0.19753433;0.20453157;0.1848993;0.1983716;0.1928223;0.18110714;0.17796855;0.17436886;0.17440578;0.17437925;0.16732945;0.17038358;0.16411366;0.1655977;0.163806;0.16131076;0.16130651;0.15737796;0.15051926;0.15021772;0.15483603;0.17281343;0.16143037;0.16556152;0.15186791;0.14558867;0.14375993;0.14406273;0.14589852;0.14723761;0.14818116;0.14194027;0.13711809;0.14345846
0.22703904;0.2370601;0.23281431;0.22877057;0.22368766;0.22334495;0.22885943;0.22059005;0.2153902;0.22051153;0.1978421;0.21523698;0.21097427;0.1960175;0.19211605;0.18882505;0.18868343;0.18880954;0.1816283;0.18341415;0.18337411;0.17719382;0.17734655;0.17775118;0.17869802;0.17142745;0.16527407;0.16383277;0.16573878;0.17986222;0.17501717;0.18355385;0.17373479;0.17056314;0.16131403;0.15507037;0.15480263;0.15913907;0.16445843;0.1593972;0.15203888;0.1612612
0.24505572;0.25558953;0.25118549;0.2469421;0.24159467;0.24126099;0.24705864;0.2383213;0.23253692;0.23885543;0.21606754;0.2324704;0.22763781;0.21291153;0.20922928;0.20533787;0.20539576;0.20519032;0.19578008;0.20114788;0.19884185;0.19461732;0.18969028;0.19366954;0.19702658;0.18956498;0.18096001;0.18048957;0.17689814;0.19111099;0.18302594;0.19852556;0.19233544;0.19780907;0.19074686;0.1736794;0.16948149;0.16634709;0.17744017;0.1771895;0.16977729;0.17753626
0.26406387;0.2751107;0.27055732;0.26611537;0.26050286;0.2601824;0.26626319;0.25705121;0.24768628;0.26016745;0.24160537;0.24992922;0.2411336;0.23231137;0.23018653;0.22451369;0.22518881;0.22427199;0.21285043;0.21773964;0.2205719;0.20975202;0.20918588;0.21023675;0.21375372;0.20662078;0.20202123;0.19474595;0.19407731;0.20416729;0.19222199;0.20361237;0.20834536;0.21911776;0.21922048;0.20832697;0.18889554;0.17904379;0.18475389;0.19002526;0.18790948;0.19813374
0.28404421;0.29560021;0.29090878;0.28627116;0.28039513;0.28009253;0.28645409;0.27676378;0.26705367;0.28015395;0.26072741;0.26942516;0.26022055;0.2509992;0.24878408;0.24282369;0.24352818;0.24257729;0.23220447;0.23435253;0.23481869;0.2275018;0.22424999;0.22787602;0.23152575;0.22436724;0.22068593;0.21227414;0.21267323;0.22041578;0.20313894;0.21523524;0.21788321;0.23328391;0.2439167;0.23656826;0.22134794;0.20000008;0.19512806;0.19837905;0.20230859;0.21884329
0.30496674;0.31702359;0.31220795;0.30737945;0.30124374;0.30096413;0.30760154;0.29743251;0.28739866;0.30111344;0.28083833;0.28990042;0.28029479;0.27068475;0.26838291;0.26213732;0.26287011;0.26188754;0.25294288;0.25144595;0.24797174;0.246833;0.23966025;0.24635129;0.2494983;0.24282858;0.23938923;0.23112402;0.23619204;0.23822008;0.21462298;0.23039418;0.22986407;0.2379915;0.26048271;0.26193244;0.25379109;0.23682951;0.2155326;0.21532588;0.21093277;0.23506625
0.32678629;0.33933076;0.33440742;0.32939489;0.32300586;0.32275484;0.32966042;0.31901598;0.30868516;0.32300432;0.30190541;0.31131808;0.3013237;0.29133996;0.28895615;0.28243043;0.28319007;0.28217878;0.27389056;0.27014558;0.26393275;0.26707655;0.25723496;0.26577638;0.26843848;0.26210095;0.25835715;0.25059097;0.24947669;0.26340141;0.23108895;0.2530826;0.24170708;0.24731501;0.26977769;0.28141052;0.27720578;0.26804545;0.25207739;0.23457033;0.22227413;0.24588841
0.35119141;0.36427015;0.35923327;0.35401984;0.34735333;0.34713586;0.3543348;0.3431667;0.33251823;0.34750033;0.32550234;0.33529614;0.32487796;0.31448869;0.31201662;0.30518474;0.30597329;0.30493169;0.29533035;0.29233981;0.28676818;0.28865574;0.27924527;0.28733541;0.29018697;0.28340777;0.27920366;0.27115084;0.26890575;0.28955874;0.25425949;0.2753189;0.25337999;0.26076196;0.28466814;0.28731933;0.29676617;0.28806064;0.29021265;0.274201;0.24508012;0.2649619
0.37659422;0.39018777;0.38505868;0.37965407;0.37271962;0.37254258;0.38002356;0.36833888;0.35740851;0.37303694;0.35017654;0.36033172;0.34950784;0.33873472;0.33618105;0.32905149;0.32986691;0.328799;0.31625785;0.31861692;0.31924182;0.3107342;0.30672138;0.31095022;0.31530087;0.30673063;0.30232236;0.29210812;0.27720851;0.31097643;0.27657364;0.29570251;0.27567191;0.28356158;0.29849037;0.29849994;0.30484611;0.3002581;0.31408298;0.31233647;0.27941505;0.28897935
0.4029176;0.41700046;0.41180356;0.40622003;0.39903029;0.39890105;0.40664932;0.39445984;0.38328967;0.39954092;0.37586578;0.3863574;0.37515126;0.36402165;0.3613945;0.35397918;0.35481893;0.35372946;0.34064707;0.34303567;0.34370607;0.33493518;0.33072545;0.33508855;0.33960751;0.33069469;0.32611054;0.31544665;0.28668699;0.31997291;0.28744075;0.31217971;0.29028926;0.30323731;0.31106714;0.31128631;0.31868443;0.31008595;0.32962802;0.33477155;0.31038351;0.32282399
0.43006613;0.44460653;0.43936929;0.43362172;0.42619258;0.42611895;0.43411621;0.42143874;0.41007734;0.4269206;0.40248987;0.41328761;0.4017282;0.39027537;0.38758439;0.37989886;0.38075994;0.37965436;0.36605337;0.36845644;0.36917396;0.36017113;0.35576858;0.3602506;0.36492686;0.3556917;0.35094238;0.33984794;0.2981705;0.32588428;0.29677969;0.32771634;0.30649986;0.32512943;0.32549395;0.32809663;0.33486414;0.31997165;0.34019586;0.35149526;0.33681797;0.36093263
0.45792794;0.47288772;0.46764058;0.46174651;0.45409718;0.45408737;0.46231166;0.4491682;0.43767056;0.45506754;0.42995205;0.44102017;0.4291421;0.4174053;0.41466169;0.40672529;0.40760415;0.40648867;0.39239826;0.39479889;0.39556496;0.38636691;0.38177762;0.38636053;0.39118057;0.38164812;0.37674692;0.36524666;0.31668449;0.33965536;0.31251589;0.34726585;0.32728346;0.34930594;0.34588944;0.35078391;0.35652199;0.33716611;0.3555706;0.36982616;0.3619913;0.39454804
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
